User Name,Course Title,Progress (%),Is Certified
Erik Gamble,Data Ethics,100,True
Erik Gamble,Data Analysis for Business Decisions,100,True
Erik Gamble,Data Visualization with Matplotlib,100,False
Erik Gamble,Data Analysis with Pandas,100,True
Erik Gamble,Data Cleaning & Preprocessing,100,True
Erik Gamble,Cryptocurrency Fundamentals,100,True
Erik Gamble,SWOT Analysis for Business,100,False
Erik Gamble,HR Technology Tools,100,True
Erik Gamble,Introduction to Machine Learning,100,True
Erik Gamble,Operating Systems Overview,100,False
Erik Gamble,AI for Business,100,True
Sarah Clark,Data Visualization with Matplotlib,100,True
Sarah Clark,Data Ethics,100,True
Sarah Clark,Data Cleaning & Preprocessing,100,True
Sarah Clark,Data Analysis with Pandas,100,True
Sarah Clark,Data Analysis for Business Decisions,100,False
Sarah Clark,Risk Management in Projects,100,True
Sarah Clark,Python for Data Science,100,True
Sarah Clark,Malware Analysis,100,True
Sarah Clark,Budgeting Basics,100,False
Sarah Clark,Game Monetization Strategies,100,True
Sarah Clark,Automating Cloud Deployments,100,True
Sarah Clark,Understanding Consumer Behavior,100,False
Sarah Clark,User Research Techniques,100,True
Kelly Baldwin,Data Ethics,100,True
Kelly Baldwin,Data Cleaning & Preprocessing,100,True
Kelly Baldwin,Data Analysis for Business Decisions,100,True
Kelly Baldwin,Data Visualization with Matplotlib,100,True
Kelly Baldwin,Reinforcement Learning,100,True
Kelly Baldwin,Networking Basics,100,False
Kelly Baldwin,Web Accessibility Standards,100,True
Kelly Baldwin,Web Application Security,100,True
Kelly Baldwin,Mobile App Design,100,True
Kelly Baldwin,Unsupervised Learning,100,True
Mia Andrews,Data Analysis for Business Decisions,100,True
Mia Andrews,Data Visualization with Matplotlib,100,True
Mia Andrews,Data Cleaning & Preprocessing,100,True
Mia Andrews,Data Analysis with Pandas,100,False
Mia Andrews,AI for Business,100,True
Mia Andrews,Financial Analysis Techniques,100,True
Mia Andrews,Digital Sales Techniques,100,True
Mia Andrews,Big Data with Spark,100,False
Mia Andrews,React,100,True
Mia Andrews,Visual Design Basics,100,False
Andrea Smith,Data Ethics,100,True
Andrea Smith,Data Visualization with Matplotlib,100,True
Andrea Smith,Data Cleaning & Preprocessing,100,False
Andrea Smith,Data Analysis for Business Decisions,100,False
Andrea Smith,Data Analysis with Pandas,100,True
Andrea Smith,Big Data with Spark,100,True
Andrea Smith,Deep Learning Fundamentals,100,True
Andrea Smith,Digital Sales Techniques,100,True
Andrea Smith,Machine Learning Basics,100,True
Andrea Smith,Sales Analytics,100,True
Andrea Smith,Blockchain Use Cases,100,True
Andrea Smith,Customer Service Skills for IT,100,True
Mitchell Thomas,Data Visualization with Matplotlib,100,True
Mitchell Thomas,Data Analysis with Pandas,100,True
Mitchell Thomas,Data Cleaning & Preprocessing,100,False
Mitchell Thomas,Data Analysis for Business Decisions,100,False
Mitchell Thomas,Vulnerability Assessment,100,True
Mitchell Thomas,Design Thinking Process,100,True
Mitchell Thomas,Infrastructure as Code,100,False
Mitchell Thomas,Presentation Skills for Business Analysts,100,True
Mitchell Thomas,API Development,100,True
Mitchell Thomas,Web Performance Optimization,100,True
Mitchell Thomas,Cross-Platform Development with Flutter,100,True
Mitchell Thomas,AI in Robotics,100,True
Mitchell Thomas,MongoDB,100,True
William Thompson,Data Analysis with Pandas,100,True
William Thompson,Data Visualization with Matplotlib,100,True
William Thompson,Data Ethics,100,False
William Thompson,Data Cleaning & Preprocessing,100,True
William Thompson,Data Analysis for Business Decisions,100,True
William Thompson,Introduction to Machine Learning,100,True
William Thompson,Employee Engagement Techniques,100,True
William Thompson,Smart Contracts Development,100,True
William Thompson,Version Control with Git,100,False
William Thompson,Requirements Gathering Techniques,100,False
William Thompson,Infrastructure as Code,100,True
William Thompson,AI in Healthcare,100,True
William Thompson,AI for Business,100,False
Frank Parker,Data Cleaning & Preprocessing,100,True
Frank Parker,Data Analysis for Business Decisions,100,True
Frank Parker,Data Analysis with Pandas,100,True
Frank Parker,Data Visualization with Matplotlib,100,False
Frank Parker,Data Ethics,100,False
Frank Parker,JavaScript Frameworks Overview,100,True
Frank Parker,Content Marketing Strategies,100,True
Frank Parker,Editing and Proofreading Techniques,100,True
Frank Parker,Decentralized Applications (DApps),100,True
Frank Parker,Labor Laws and Compliance,100,True
Frank Parker,Cloud Cost Management,100,True
Frank Parker,JavaScript Basics,100,True
Alicia Smith,Data Analysis for Business Decisions,100,True
Alicia Smith,Data Ethics,100,False
Alicia Smith,Data Visualization with Matplotlib,100,True
Alicia Smith,Data Cleaning & Preprocessing,100,True
Alicia Smith,Data Analysis with Pandas,100,True
Alicia Smith,Business Process Modeling,100,True
Alicia Smith,Labor Laws and Compliance,100,False
Alicia Smith,Game Design Principles,100,False
Alicia Smith,Negotiation Techniques,100,True
Alicia Smith,Corporate Finance Essentials,100,False
Alicia Smith,Interaction Design Principles,100,False
Alicia Smith,Node.js,100,True
Alicia Smith,Introduction to UI/UX Design,100,False
Robert Tran,Data Visualization with Matplotlib,100,True
Robert Tran,Data Ethics,100,False
Robert Tran,Data Cleaning & Preprocessing,100,True
Robert Tran,Data Analysis for Business Decisions,100,False
Robert Tran,Data Analysis with Pandas,100,True
Robert Tran,Game Monetization Strategies,100,True
Robert Tran,Ethical Hacking Basics,100,True
Robert Tran,Design Thinking Process,100,False
Robert Tran,Model Evaluation,100,False
Robert Tran,Communication Skills for Project Managers,100,True
Robert Tran,Virtual Reality Development,100,True
Robert Tran,Responsive Web Design,100,False
Robert Tran,Game Design Principles,100,True
Robert Tran,Talent Acquisition Strategies,100,False
David Levy,Data Ethics,100,False
David Levy,Data Analysis with Pandas,100,True
David Levy,Data Analysis for Business Decisions,100,True
David Levy,Data Visualization with Matplotlib,100,True
David Levy,Data Cleaning & Preprocessing,100,False
David Levy,Ethereum Development,100,True
David Levy,Git & GitHub,100,True
David Levy,RESTful Services,100,True
David Levy,Change Management Strategies,100,True
David Levy,Incident Response,100,True
Philip Evans,Data Cleaning & Preprocessing,100,True
Philip Evans,Data Ethics,100,True
Philip Evans,Data Analysis for Business Decisions,100,False
Philip Evans,Data Visualization with Matplotlib,100,False
Philip Evans,Data Analysis with Pandas,100,True
Philip Evans,Express.js,100,True
Philip Evans,App Monetization Strategies,100,True
Philip Evans,Consensus Algorithms,100,True
Philip Evans,Web Performance Optimization,100,True
Philip Evans,Content Strategy Development,100,False
Philip Evans,Game Testing Techniques,100,True
Philip Evans,Personal Finance Skills,100,False
Philip Evans,Vulnerability Assessment,100,True
Philip Evans,Digital Sales Techniques,100,True
Philip Evans,HR Analytics,100,True
Heather Bender,Data Analysis for Business Decisions,100,True
Heather Bender,Data Ethics,100,False
Heather Bender,Data Visualization with Matplotlib,100,False
Heather Bender,Data Analysis with Pandas,100,True
Heather Bender,Data Cleaning & Preprocessing,100,True
Heather Bender,Responsive Web Design,100,False
Heather Bender,Introduction to Machine Learning,100,True
Heather Bender,App Monetization Strategies,100,True
Heather Bender,SEO Best Practices,100,True
Heather Bender,Web Performance Optimization,100,False
Lisa Jones,Data Cleaning & Preprocessing,100,True
Lisa Jones,Data Visualization with Matplotlib,100,True
Lisa Jones,Data Analysis for Business Decisions,100,True
Lisa Jones,Data Ethics,100,True
Lisa Jones,Data Analysis with Pandas,100,True
Lisa Jones,Customer Service Skills for IT,100,True
Lisa Jones,Network Security Fundamentals,100,False
Lisa Jones,Deployment & Hosting,100,True
Lisa Jones,Express.js,100,False
Lisa Jones,Customer Service Excellence,100,True
Lisa Jones,AI in Robotics,100,False
Lisa Jones,React,100,False
Patricia Graves,Data Analysis for Business Decisions,100,True
Patricia Graves,Data Visualization with Matplotlib,100,False
Patricia Graves,Data Ethics,100,True
Patricia Graves,Data Analysis with Pandas,100,False
Patricia Graves,Data Cleaning & Preprocessing,100,True
Patricia Graves,Microservices in Cloud,100,True
Patricia Graves,Sales Analytics,100,False
Patricia Graves,Interaction Design Principles,100,True
Patricia Graves,Understanding Consumer Behavior,100,True
Patricia Graves,Brand Management Online,100,True
Patricia Graves,Analytics for Marketers,100,False
Cheryl Bishop,Data Analysis with Pandas,100,True
Cheryl Bishop,Data Ethics,100,True
Cheryl Bishop,Data Visualization with Matplotlib,100,True
